"X1","RatingNo","RatedUnpleasantness","RowNo","valence","instruction"
57,5,0,10,"Neutral","Upregulate"
58,5,NA,11,"Neutral","Upregulate"
59,5,20,12,"Neutral","Upregulate"
60,5,13,13,"Neutral","Upregulate"
61,5,0,14,"Neutral","Upregulate"
62,5,0,15,"Neutral","Upregulate"
63,5,7,16,"Neutral","Upregulate"
64,5,32,17,"Neutral","Upregulate"
65,5,4,18,"Neutral","Upregulate"
66,5,NA,19,"Neutral","Upregulate"
67,5,0,20,"Neutral","Upregulate"
68,5,5,21,"Neutral","Upregulate"
69,5,8,22,"Neutral","Upregulate"
70,5,NA,23,"Neutral","Upregulate"
71,5,NA,24,"Neutral","Upregulate"
72,5,2,25,"Neutral","Upregulate"
73,5,NA,26,"Neutral","Upregulate"
74,5,NA,27,"Neutral","Upregulate"
75,5,9,28,"Neutral","Upregulate"
76,5,0,29,"Neutral","Upregulate"
77,5,0,30,"Neutral","Upregulate"
78,5,0,31,"Neutral","Upregulate"
79,5,0,32,"Neutral","Upregulate"
80,5,23,33,"Neutral","Upregulate"
81,5,5,34,"Neutral","Upregulate"
82,5,0,35,"Neutral","Upregulate"
83,5,11,36,"Neutral","Upregulate"
84,5,0,37,"Neutral","Upregulate"
85,5,0,38,"Neutral","Upregulate"
86,5,0,39,"Neutral","Upregulate"
48,6,0,1,"Neutral","Upregulate"
49,6,0,2,"Neutral","Upregulate"
50,6,10,3,"Neutral","Upregulate"
51,6,0,4,"Neutral","Upregulate"
52,6,4,5,"Neutral","Upregulate"
53,6,0,6,"Neutral","Upregulate"
54,6,6,7,"Neutral","Upregulate"
55,6,0,8,"Neutral","Upregulate"
56,6,0,9,"Neutral","Upregulate"
57,6,0,10,"Neutral","Upregulate"
58,6,NA,11,"Neutral","Upregulate"
59,6,0,12,"Neutral","Upregulate"
60,6,11,13,"Neutral","Upregulate"
61,6,23,14,"Neutral","Upregulate"
62,6,0,15,"Neutral","Upregulate"
63,6,11,16,"Neutral","Upregulate"
64,6,0,17,"Neutral","Upregulate"
65,6,0,18,"Neutral","Upregulate"
66,6,NA,19,"Neutral","Upregulate"
67,6,0,20,"Neutral","Upregulate"
68,6,0,21,"Neutral","Upregulate"
69,6,0,22,"Neutral","Upregulate"
70,6,NA,23,"Neutral","Upregulate"
71,6,NA,24,"Neutral","Upregulate"
72,6,0,25,"Neutral","Upregulate"
73,6,NA,26,"Neutral","Upregulate"
74,6,NA,27,"Neutral","Upregulate"
75,6,0,28,"Neutral","Upregulate"
76,6,0,29,"Neutral","Upregulate"
77,6,0,30,"Neutral","Upregulate"
78,6,0,31,"Neutral","Upregulate"
79,6,10,32,"Neutral","Upregulate"
80,6,18,33,"Neutral","Upregulate"
81,6,0,34,"Neutral","Upregulate"
82,6,0,35,"Neutral","Upregulate"
83,6,0,36,"Neutral","Upregulate"
84,6,6,37,"Neutral","Upregulate"
85,6,0,38,"Neutral","Upregulate"
86,6,0,39,"Neutral","Upregulate"
48,7,7,1,"Neutral","Upregulate"
49,7,0,2,"Neutral","Upregulate"
50,7,18,3,"Neutral","Upregulate"
51,7,0,4,"Neutral","Upregulate"
52,7,0,5,"Neutral","Upregulate"
53,7,0,6,"Neutral","Upregulate"
54,7,15,7,"Neutral","Upregulate"
55,7,0,8,"Neutral","Upregulate"
56,7,0,9,"Neutral","Upregulate"
57,7,0,10,"Neutral","Upregulate"
58,7,NA,11,"Neutral","Upregulate"
59,7,39,12,"Neutral","Upregulate"
60,7,5,13,"Neutral","Upregulate"
61,7,0,14,"Neutral","Upregulate"
62,7,3,15,"Neutral","Upregulate"
63,7,0,16,"Neutral","Upregulate"
64,7,18,17,"Neutral","Upregulate"
65,7,0,18,"Neutral","Upregulate"
66,7,NA,19,"Neutral","Upregulate"
67,7,0,20,"Neutral","Upregulate"
68,7,7,21,"Neutral","Upregulate"
69,7,0,22,"Neutral","Upregulate"
70,7,NA,23,"Neutral","Upregulate"
71,7,NA,24,"Neutral","Upregulate"
72,7,0,25,"Neutral","Upregulate"
73,7,NA,26,"Neutral","Upregulate"
74,7,NA,27,"Neutral","Upregulate"
75,7,0,28,"Neutral","Upregulate"
76,7,0,29,"Neutral","Upregulate"
77,7,0,30,"Neutral","Upregulate"
78,7,0,31,"Neutral","Upregulate"
79,7,0,32,"Neutral","Upregulate"
80,7,38,33,"Neutral","Upregulate"
81,7,0,34,"Neutral","Upregulate"
82,7,0,35,"Neutral","Upregulate"
83,7,0,36,"Neutral","Upregulate"
84,7,17,37,"Neutral","Upregulate"
85,7,0,38,"Neutral","Upregulate"
86,7,33,39,"Neutral","Upregulate"
48,8,0,1,"Neutral","Upregulate"
49,8,0,2,"Neutral","Upregulate"
50,8,0,3,"Neutral","Upregulate"
51,8,23,4,"Neutral","Upregulate"
52,8,7,5,"Neutral","Upregulate"
53,8,0,6,"Neutral","Upregulate"
54,8,0,7,"Neutral","Upregulate"
55,8,15,8,"Neutral","Upregulate"
56,8,0,9,"Neutral","Upregulate"
57,8,0,10,"Neutral","Upregulate"
58,8,NA,11,"Neutral","Upregulate"
59,8,54,12,"Neutral","Upregulate"
60,8,26,13,"Neutral","Upregulate"
61,8,0,14,"Neutral","Upregulate"
62,8,0,15,"Neutral","Upregulate"
63,8,62,16,"Neutral","Upregulate"
64,8,0,17,"Neutral","Upregulate"
65,8,6,18,"Neutral","Upregulate"
66,8,NA,19,"Neutral","Upregulate"
67,8,0,20,"Neutral","Upregulate"
68,8,5,21,"Neutral","Upregulate"
69,8,0,22,"Neutral","Upregulate"
70,8,NA,23,"Neutral","Upregulate"
71,8,NA,24,"Neutral","Upregulate"
72,8,0,25,"Neutral","Upregulate"
73,8,NA,26,"Neutral","Upregulate"
74,8,NA,27,"Neutral","Upregulate"
75,8,0,28,"Neutral","Upregulate"
76,8,0,29,"Neutral","Upregulate"
77,8,0,30,"Neutral","Upregulate"
78,8,0,31,"Neutral","Upregulate"
79,8,36,32,"Neutral","Upregulate"
80,8,4,33,"Neutral","Upregulate"
81,8,0,34,"Neutral","Upregulate"
82,8,69,35,"Neutral","Upregulate"
83,8,7,36,"Neutral","Upregulate"
84,8,85,37,"Neutral","Upregulate"
85,8,0,38,"Neutral","Upregulate"
86,8,0,39,"Neutral","Upregulate"
48,9,55,1,"Neutral","Upregulate"
49,9,0,2,"Neutral","Upregulate"
50,9,33,3,"Neutral","Upregulate"
51,9,0,4,"Neutral","Upregulate"
52,9,12,5,"Neutral","Upregulate"
53,9,0,6,"Neutral","Upregulate"
54,9,56,7,"Neutral","Upregulate"
55,9,10,8,"Neutral","Upregulate"
56,9,0,9,"Neutral","Upregulate"
57,9,25,10,"Neutral","Upregulate"
58,9,NA,11,"Neutral","Upregulate"
59,9,29,12,"Neutral","Upregulate"
60,9,12,13,"Neutral","Upregulate"
61,9,68,14,"Neutral","Upregulate"
62,9,6,15,"Neutral","Upregulate"
63,9,36,16,"Neutral","Upregulate"
64,9,69,17,"Neutral","Upregulate"
65,9,8,18,"Neutral","Upregulate"
66,9,NA,19,"Neutral","Upregulate"
67,9,0,20,"Neutral","Upregulate"
68,9,36,21,"Neutral","Upregulate"
69,9,18,22,"Neutral","Upregulate"
70,9,NA,23,"Neutral","Upregulate"
71,9,NA,24,"Neutral","Upregulate"
72,9,4,25,"Neutral","Upregulate"
73,9,NA,26,"Neutral","Upregulate"
74,9,NA,27,"Neutral","Upregulate"
75,9,16,28,"Neutral","Upregulate"
76,9,0,29,"Neutral","Upregulate"
77,9,0,30,"Neutral","Upregulate"
78,9,26,31,"Neutral","Upregulate"
79,9,0,32,"Neutral","Upregulate"
80,9,12,33,"Neutral","Upregulate"
81,9,0,34,"Neutral","Upregulate"
82,9,14,35,"Neutral","Upregulate"
83,9,48,36,"Neutral","Upregulate"
84,9,0,37,"Neutral","Upregulate"
85,9,0,38,"Neutral","Upregulate"
86,9,49,39,"Neutral","Upregulate"
48,10,0,1,"Neutral","Upregulate"
49,10,0,2,"Neutral","Upregulate"
50,10,8,3,"Neutral","Upregulate"
51,10,0,4,"Neutral","Upregulate"
52,10,0,5,"Neutral","Upregulate"
53,10,0,6,"Neutral","Upregulate"
54,10,0,7,"Neutral","Upregulate"
55,10,0,8,"Neutral","Upregulate"
56,10,0,9,"Neutral","Upregulate"
57,10,0,10,"Neutral","Upregulate"
58,10,NA,11,"Neutral","Upregulate"
59,10,14,12,"Neutral","Upregulate"
60,10,0,13,"Neutral","Upregulate"
61,10,24,14,"Neutral","Upregulate"
62,10,0,15,"Neutral","Upregulate"
63,10,0,16,"Neutral","Upregulate"
64,10,65,17,"Neutral","Upregulate"
65,10,0,18,"Neutral","Upregulate"
66,10,NA,19,"Neutral","Upregulate"
67,10,0,20,"Neutral","Upregulate"
68,10,17,21,"Neutral","Upregulate"
69,10,28,22,"Neutral","Upregulate"
70,10,NA,23,"Neutral","Upregulate"
71,10,NA,24,"Neutral","Upregulate"
72,10,0,25,"Neutral","Upregulate"
73,10,NA,26,"Neutral","Upregulate"
74,10,NA,27,"Neutral","Upregulate"
75,10,0,28,"Neutral","Upregulate"
76,10,0,29,"Neutral","Upregulate"
77,10,0,30,"Neutral","Upregulate"
78,10,0,31,"Neutral","Upregulate"
79,10,8,32,"Neutral","Upregulate"
80,10,48,33,"Neutral","Upregulate"
81,10,0,34,"Neutral","Upregulate"
82,10,0,35,"Neutral","Upregulate"
83,10,0,36,"Neutral","Upregulate"
84,10,0,37,"Neutral","Upregulate"
85,10,0,38,"Neutral","Upregulate"
86,10,41,39,"Neutral","Upregulate"
48,11,18,1,"Neutral","Upregulate"
49,11,0,2,"Neutral","Upregulate"
50,11,32,3,"Neutral","Upregulate"
51,11,0,4,"Neutral","Upregulate"
52,11,0,5,"Neutral","Upregulate"
53,11,0,6,"Neutral","Upregulate"
54,11,12,7,"Neutral","Upregulate"
55,11,0,8,"Neutral","Upregulate"
56,11,0,9,"Neutral","Upregulate"
57,11,22,10,"Neutral","Upregulate"
58,11,NA,11,"Neutral","Upregulate"
59,11,23,12,"Neutral","Upregulate"
60,11,0,13,"Neutral","Upregulate"
61,11,19,14,"Neutral","Upregulate"
62,11,0,15,"Neutral","Upregulate"
63,11,51,16,"Neutral","Upregulate"
64,11,36,17,"Neutral","Upregulate"
65,11,27,18,"Neutral","Upregulate"
66,11,NA,19,"Neutral","Upregulate"
67,11,9,20,"Neutral","Upregulate"
68,11,14,21,"Neutral","Upregulate"
69,11,0,22,"Neutral","Upregulate"
70,11,NA,23,"Neutral","Upregulate"
71,11,NA,24,"Neutral","Upregulate"
72,11,0,25,"Neutral","Upregulate"
73,11,NA,26,"Neutral","Upregulate"
74,11,NA,27,"Neutral","Upregulate"
75,11,0,28,"Neutral","Upregulate"
76,11,0,29,"Neutral","Upregulate"
77,11,0,30,"Neutral","Upregulate"
78,11,0,31,"Neutral","Upregulate"
79,11,12,32,"Neutral","Upregulate"
80,11,27,33,"Neutral","Upregulate"
81,11,0,34,"Neutral","Upregulate"
82,11,17,35,"Neutral","Upregulate"
83,11,0,36,"Neutral","Upregulate"
84,11,10,37,"Neutral","Upregulate"
85,11,0,38,"Neutral","Upregulate"
86,11,0,39,"Neutral","Upregulate"
48,12,0,1,"Neutral","Upregulate"
49,12,6,2,"Neutral","Upregulate"
50,12,9,3,"Neutral","Upregulate"
51,12,33,4,"Neutral","Upregulate"
52,12,0,5,"Neutral","Upregulate"
53,12,0,6,"Neutral","Upregulate"
54,12,0,7,"Neutral","Upregulate"
55,12,8,8,"Neutral","Upregulate"
56,12,0,9,"Neutral","Upregulate"
57,12,34,10,"Neutral","Upregulate"
58,12,NA,11,"Neutral","Upregulate"
59,12,42,12,"Neutral","Upregulate"
60,12,13,13,"Neutral","Upregulate"
61,12,0,14,"Neutral","Upregulate"
62,12,0,15,"Neutral","Upregulate"
63,12,0,16,"Neutral","Upregulate"
64,12,55,17,"Neutral","Upregulate"
65,12,15,18,"Neutral","Upregulate"
66,12,NA,19,"Neutral","Upregulate"
67,12,0,20,"Neutral","Upregulate"
68,12,10,21,"Neutral","Upregulate"
69,12,19,22,"Neutral","Upregulate"
70,12,NA,23,"Neutral","Upregulate"
71,12,NA,24,"Neutral","Upregulate"
72,12,0,25,"Neutral","Upregulate"
73,12,NA,26,"Neutral","Upregulate"
74,12,NA,27,"Neutral","Upregulate"
75,12,0,28,"Neutral","Upregulate"
76,12,0,29,"Neutral","Upregulate"
77,12,0,30,"Neutral","Upregulate"
78,12,0,31,"Neutral","Upregulate"
79,12,0,32,"Neutral","Upregulate"
80,12,7,33,"Neutral","Upregulate"
81,12,0,34,"Neutral","Upregulate"
82,12,0,35,"Neutral","Upregulate"
83,12,18,36,"Neutral","Upregulate"
84,12,0,37,"Neutral","Upregulate"
85,12,0,38,"Neutral","Upregulate"
86,12,0,39,"Neutral","Upregulate"
48,13,0,1,"Neutral","Upregulate"
49,13,0,2,"Neutral","Upregulate"
50,13,10,3,"Neutral","Upregulate"
51,13,7,4,"Neutral","Upregulate"
52,13,0,5,"Neutral","Upregulate"
53,13,0,6,"Neutral","Upregulate"
54,13,25,7,"Neutral","Upregulate"
55,13,0,8,"Neutral","Upregulate"
56,13,0,9,"Neutral","Upregulate"
57,13,0,10,"Neutral","Upregulate"
58,13,NA,11,"Neutral","Upregulate"
59,13,12,12,"Neutral","Upregulate"
60,13,12,13,"Neutral","Upregulate"
61,13,10,14,"Neutral","Upregulate"
62,13,2,15,"Neutral","Upregulate"
63,13,0,16,"Neutral","Upregulate"
64,13,32,17,"Neutral","Upregulate"
65,13,11,18,"Neutral","Upregulate"
66,13,NA,19,"Neutral","Upregulate"
67,13,4,20,"Neutral","Upregulate"
68,13,32,21,"Neutral","Upregulate"
69,13,3,22,"Neutral","Upregulate"
70,13,NA,23,"Neutral","Upregulate"
71,13,NA,24,"Neutral","Upregulate"
72,13,0,25,"Neutral","Upregulate"
73,13,NA,26,"Neutral","Upregulate"
74,13,NA,27,"Neutral","Upregulate"
75,13,0,28,"Neutral","Upregulate"
76,13,0,29,"Neutral","Upregulate"
77,13,0,30,"Neutral","Upregulate"
78,13,0,31,"Neutral","Upregulate"
79,13,10,32,"Neutral","Upregulate"
80,13,6,33,"Neutral","Upregulate"
81,13,0,34,"Neutral","Upregulate"
82,13,0,35,"Neutral","Upregulate"
83,13,0,36,"Neutral","Upregulate"
84,13,0,37,"Neutral","Upregulate"
85,13,0,38,"Neutral","Upregulate"
86,13,0,39,"Neutral","Upregulate"
48,14,0,1,"Neutral","Upregulate"
49,14,0,2,"Neutral","Upregulate"
50,14,52,3,"Neutral","Upregulate"
51,14,0,4,"Neutral","Upregulate"
52,14,0,5,"Neutral","Upregulate"
53,14,0,6,"Neutral","Upregulate"
54,14,14,7,"Neutral","Upregulate"
55,14,0,8,"Neutral","Upregulate"
56,14,0,9,"Neutral","Upregulate"
57,14,0,10,"Neutral","Upregulate"
58,14,NA,11,"Neutral","Upregulate"
59,14,40,12,"Neutral","Upregulate"
60,14,10,13,"Neutral","Upregulate"
61,14,32,14,"Neutral","Upregulate"
62,14,0,15,"Neutral","Upregulate"
63,14,0,16,"Neutral","Upregulate"
64,14,72,17,"Neutral","Upregulate"
65,14,4,18,"Neutral","Upregulate"
66,14,NA,19,"Neutral","Upregulate"
67,14,0,20,"Neutral","Upregulate"
68,14,4,21,"Neutral","Upregulate"
69,14,0,22,"Neutral","Upregulate"
70,14,NA,23,"Neutral","Upregulate"
71,14,NA,24,"Neutral","Upregulate"
72,14,0,25,"Neutral","Upregulate"
73,14,NA,26,"Neutral","Upregulate"
74,14,NA,27,"Neutral","Upregulate"
75,14,0,28,"Neutral","Upregulate"
76,14,0,29,"Neutral","Upregulate"
77,14,0,30,"Neutral","Upregulate"
78,14,32,31,"Neutral","Upregulate"
79,14,0,32,"Neutral","Upregulate"
80,14,52,33,"Neutral","Upregulate"
81,14,0,34,"Neutral","Upregulate"
82,14,0,35,"Neutral","Upregulate"
83,14,8,36,"Neutral","Upregulate"
84,14,0,37,"Neutral","Upregulate"
85,14,0,38,"Neutral","Upregulate"
86,14,100,39,"Neutral","Upregulate"
48,15,0,1,"Neutral","Upregulate"
49,15,0,2,"Neutral","Upregulate"
50,15,42,3,"Neutral","Upregulate"
51,15,10,4,"Neutral","Upregulate"
52,15,0,5,"Neutral","Upregulate"
53,15,0,6,"Neutral","Upregulate"
54,15,0,7,"Neutral","Upregulate"
55,15,0,8,"Neutral","Upregulate"
56,15,0,9,"Neutral","Upregulate"
57,15,0,10,"Neutral","Upregulate"
58,15,NA,11,"Neutral","Upregulate"
59,15,40,12,"Neutral","Upregulate"
60,15,6,13,"Neutral","Upregulate"
61,15,0,14,"Neutral","Upregulate"
62,15,4,15,"Neutral","Upregulate"
63,15,0,16,"Neutral","Upregulate"
64,15,7,17,"Neutral","Upregulate"
65,15,0,18,"Neutral","Upregulate"
66,15,NA,19,"Neutral","Upregulate"
67,15,25,20,"Neutral","Upregulate"
68,15,0,21,"Neutral","Upregulate"
69,15,0,22,"Neutral","Upregulate"
70,15,NA,23,"Neutral","Upregulate"
71,15,NA,24,"Neutral","Upregulate"
72,15,0,25,"Neutral","Upregulate"
73,15,NA,26,"Neutral","Upregulate"
74,15,NA,27,"Neutral","Upregulate"
75,15,0,28,"Neutral","Upregulate"
76,15,0,29,"Neutral","Upregulate"
77,15,0,30,"Neutral","Upregulate"
78,15,0,31,"Neutral","Upregulate"
79,15,0,32,"Neutral","Upregulate"
80,15,57,33,"Neutral","Upregulate"
81,15,0,34,"Neutral","Upregulate"
82,15,0,35,"Neutral","Upregulate"
83,15,0,36,"Neutral","Upregulate"
84,15,0,37,"Neutral","Upregulate"
85,15,3,38,"Neutral","Upregulate"
86,15,0,39,"Neutral","Upregulate"
48,16,0,1,"Neutral","Upregulate"
49,16,0,2,"Neutral","Upregulate"
50,16,19,3,"Neutral","Upregulate"
51,16,10,4,"Neutral","Upregulate"
52,16,0,5,"Neutral","Upregulate"
53,16,0,6,"Neutral","Upregulate"
54,16,0,7,"Neutral","Upregulate"
55,16,0,8,"Neutral","Upregulate"
56,16,0,9,"Neutral","Upregulate"
57,16,8,10,"Neutral","Upregulate"
58,16,NA,11,"Neutral","Upregulate"
59,16,13,12,"Neutral","Upregulate"
60,16,5,13,"Neutral","Upregulate"
61,16,32,14,"Neutral","Upregulate"
62,16,0,15,"Neutral","Upregulate"
63,16,0,16,"Neutral","Upregulate"
64,16,7,17,"Neutral","Upregulate"
65,16,7,18,"Neutral","Upregulate"
66,16,NA,19,"Neutral","Upregulate"
67,16,0,20,"Neutral","Upregulate"
68,16,8,21,"Neutral","Upregulate"
69,16,0,22,"Neutral","Upregulate"
70,16,NA,23,"Neutral","Upregulate"
71,16,NA,24,"Neutral","Upregulate"
72,16,0,25,"Neutral","Upregulate"
73,16,NA,26,"Neutral","Upregulate"
74,16,NA,27,"Neutral","Upregulate"
75,16,0,28,"Neutral","Upregulate"
76,16,0,29,"Neutral","Upregulate"
77,16,0,30,"Neutral","Upregulate"
78,16,0,31,"Neutral","Upregulate"
79,16,0,32,"Neutral","Upregulate"
80,16,7,33,"Neutral","Upregulate"
81,16,0,34,"Neutral","Upregulate"
82,16,9,35,"Neutral","Upregulate"
83,16,10,36,"Neutral","Upregulate"
84,16,0,37,"Neutral","Upregulate"
85,16,0,38,"Neutral","Upregulate"
86,16,0,39,"Neutral","Upregulate"
